County Name,State,7/6/2021
Onslow County ,NC,17935
Ontario County ,NY,7417
Ontonagon County ,MI,482
Orange County ,CA,256163
Orange County ,FL,144595
Orange County ,IN,1893
Orange County ,NY,48453
Orange County ,NC,8613
Orange County ,TX,8859
Orange County ,VT,823
Orange County ,VA,2248
Orangeburg County ,SC,9882
Oregon County ,MO,856
Orleans County ,NY,3125
Orleans County ,VT,1292
Orleans Parish ,LA,31255
Osage County ,KS,1268
Osage County ,MO,1659
Osage County ,OK,4812
Osborne County ,KS,294
Osceola County ,FL,46791
Osceola County ,IA,789
Osceola County ,MI,1962
Oscoda County ,MI,692
Oswego County ,NY,7643
Otero County ,CO,2088
Otero County ,NM,4080
Otoe County ,NE,1473
Otsego County ,MI,2353
Otsego County ,NY,3471
Ottawa County ,KS,559
Ottawa County ,MI,32966
Ottawa County ,OH,3739
Ottawa County ,OK,4231
Otter Tail County ,MN,5874
Ouachita County ,AR,2470
Ouachita Parish ,LA,19166
Ouray County ,CO,297
Outagamie County ,WI,23916
Overton County ,TN,3092
Owen County ,IN,2144
Owen County ,KY,745
Owsley County ,KY,507
Owyhee County ,ID,1090
Oxford County ,ME,3650
Ozark County ,MO,688
Ozaukee County ,WI,9300
Pacific County ,WA,1009
Page County ,IA,1945
Page County ,VA,2130
Palm Beach County ,FL,149073
Palo Alto County ,IA,1136
Palo Pinto County ,TX,2961
Pamlico County ,NC,1118
Panola County ,MS,4681
Panola County ,TX,1864
Park County ,CO,833
Park County ,MT,1463
Park County ,WY,2903
Parke County ,IN,1511
Parker County ,TX,16331
Parmer County ,TX,1330
Pasco County ,FL,43428
Pasquotank County ,NC,3453
Passaic County ,NJ,73473
Patrick County ,VA,1404
Paulding County ,GA,11155
Paulding County ,OH,1771
Pawnee County ,KS,1179
Pawnee County ,NE,234
Pawnee County ,OK,1801
Payette County ,ID,2633
Payne County ,OK,8724
Peach County ,GA,1905
Pearl River County ,MS,4666
Pecos County ,TX,1690
Pembina County ,ND,824
Pemiscot County ,MO,1628
Pend Oreille County ,WA,833
Pender County ,NC,5563
Pendleton County ,KY,1048
Pendleton County ,WV,725
Pennington County ,MN,1538
Pennington County ,SD,13949
Penobscot County ,ME,6356
Peoria County ,IL,23485
Pepin County ,WI,892
Perkins County ,NE,294
Perkins County ,SD,359
Perquimans County ,NC,1034
Perry County ,AL,1088
Perry County ,AR,891
Perry County ,IL,3205
Perry County ,IN,1883
Perry County ,KY,2800
Perry County ,MS,1287
Perry County ,MO,2282
Perry County ,OH,2974
Perry County ,PA,3854
Perry County ,TN,1075
Pershing County ,NV,971
Person County ,NC,3524
Petersburg Borough ,AK,167
Petroleum County ,MT,12
Pettis County ,MO,5263
Phelps County ,MO,4068
Phelps County ,NE,1001
Philadelphia County ,PA,150368
Phillips County ,AR,1888
Phillips County ,CO,400
Phillips County ,KS,711
Phillips County ,MT,527
Piatt County ,IL,1526
Pickaway County ,OH,8685
Pickens County ,AL,2372
Pickens County ,GA,2600
Pickens County ,SC,19096
Pickett County ,TN,773
Pierce County ,GA,1313
Pierce County ,NE,642
Pierce County ,ND,550
Pierce County ,WA,57205
Pierce County ,WI,4999
Pike County ,AL,3151
Pike County ,AR,1049
Pike County ,GA,1108
Pike County ,IL,1846
Pike County ,IN,1387
Pike County ,KY,5889
Pike County ,MS,3395
Pike County ,MO,1831
Pike County ,OH,2430
Pike County ,PA,4041
Pima County ,AZ,117984
Pinal County ,AZ,54140
Pine County ,MN,3355
Pinellas County ,FL,80951
Pipestone County ,MN,1168
Piscataquis County ,ME,591
Pitkin County ,CO,2623
Pitt County ,NC,20552
Pittsburg County ,OK,4684
Pittsylvania County ,VA,5642
Piute County ,UT,101
Placer County ,CA,23867
Plaquemines Parish ,LA,2577
Platte County ,MO,4315
Platte County ,NE,4152
Platte County ,WY,688
Pleasants County ,WV,959
Plumas County ,CA,708
Plymouth County ,IA,4035
Plymouth County ,MA,49336
Pocahontas County ,IA,857
Pocahontas County ,WV,682
Poinsett County ,AR,3253
Pointe Coupee Parish ,LA,2746
Polk County ,AR,2047
Polk County ,FL,72447
Polk County ,GA,3984
Polk County ,IA,58385
Polk County ,MN,3893
Polk County ,MO,3838
Polk County ,NE,585
Polk County ,NC,1501
Polk County ,OR,4082
Polk County ,TN,2113
Polk County ,TX,3417
Polk County ,WI,4835
Pondera County ,MT,508
Pontotoc County ,MS,4306
Pontotoc County ,OK,5181
Pope County ,AR,8192
Pope County ,IL,332
Pope County ,MN,1129
Portage County ,OH,13277
Portage County ,WI,7447
Porter County ,IN,19466
Posey County ,IN,2759
Pottawatomie County ,KS,2004
Pottawatomie County ,OK,8430
Pottawattamie County ,IA,11249
Potter County ,PA,1223
Potter County ,SD,391
Potter County ,TX,17692
Powder River County ,MT,137
Powell County ,KY,1357
Powell County ,MT,941
Power County ,ID,660
Poweshiek County ,IA,1572
Powhatan County ,VA,1928
Prairie County ,AR,919
Prairie County ,MT,141
Pratt County ,KS,815
Preble County ,OH,3886
Prentiss County ,MS,2881
Presidio County ,TX,820
Presque Isle County ,MI,1057
Preston County ,WV,2962
Price County ,WI,1348
Prince Edward County ,VA,2173
Prince George County ,VA,3640
Prince George's County ,MD,85608
Prince of Wales - Hyder Census Area ,AK,183
Prince William County ,VA,45835
Providence County ,RI,99519
Prowers County ,CO,1279
Pueblo County ,CO,19640
Pulaski County ,AR,41703
Pulaski County ,GA,617
Pulaski County ,IL,704
Pulaski County ,IN,1215
Pulaski County ,KY,6605
Pulaski County ,MO,3686
Pulaski County ,VA,2730
Pushmataha County ,OK,1017
Putnam County ,FL,6874
Putnam County ,GA,1835
Putnam County ,IL,489
Putnam County ,IN,3759
Putnam County ,MO,486
Putnam County ,NY,10634
Putnam County ,OH,4337
Putnam County ,TN,11842
Putnam County ,WV,5334
Quay County ,NM,537
Queen Anne's County ,MD,3013
Queens County ,NY,273197
Quitman County ,GA,82
Quitman County ,MS,829
Rabun County ,GA,1593
Racine County ,WI,25358
Rains County ,TX,824
Raleigh County ,WV,7096
Ralls County ,MO,1079
Ramsey County ,MN,52619
Ramsey County ,ND,1729
Randall County ,TX,17104
Randolph County ,AL,1882
Randolph County ,AR,2222
Randolph County ,GA,481
Randolph County ,IL,4187
Randolph County ,IN,2495
Randolph County ,MO,2718
Randolph County ,NC,15370
Randolph County ,WV,2860
Rankin County ,MS,14120
Ransom County ,ND,700
Rapides Parish ,LA,12797
Rappahannock County ,VA,360
Ravalli County ,MT,3264
Rawlins County ,KS,333
Ray County ,MO,2062
Reagan County ,TX,387
Real County ,TX,310
Red Lake County ,MN,402
Red River County ,TX,809
Red River Parish ,LA,910
Red Willow County ,NE,1214
Redwood County ,MN,1767
Reeves County ,TX,2274
Refugio County ,TX,686
Reno County ,KS,8605
Rensselaer County ,NY,11253
Renville County ,MN,1827
Renville County ,ND,322
Republic County ,KS,671
Reynolds County ,MO,395
Rhea County ,TN,4389
Rice County ,KS,1076
Rice County ,MN,8220
Rich County ,UT,152
Richardson County ,NE,738
Richland County ,IL,1772
Richland County ,MT,1248
Richland County ,ND,2027
Richland County ,OH,11633
Richland County ,SC,47846
Richland County ,WI,1410
Richland Parish ,LA,2546
Richmond County ,GA,20488
Richmond County ,NY,75058
Richmond County ,NC,4852
Richmond County ,VA,1428
Riley County ,KS,6335
Ringgold County ,IA,567
Rio Arriba County ,NM,3813
Rio Blanco County ,CO,630
Rio Grande County ,CO,911
Ripley County ,IN,3496
Ripley County ,MO,1117
Ritchie County ,WV,761
Riverside County ,CA,293139
Roane County ,TN,6381
Roane County ,WV,665
Roanoke County ,VA,8451
Roberts County ,SD,1396
Roberts County ,TX,63
Robertson County ,KY,238
Robertson County ,TN,9986
Robertson County ,TX,2247
Robeson County ,NC,16934
Rock County ,MN,1286
Rock County ,NE,102
Rock County ,WI,18391
Rock Island County ,IL,15261
Rockbridge County ,VA,1573
Rockcastle County ,KY,1645
Rockdale County ,GA,6274
Rockingham County ,NH,24430
Rockingham County ,NC,8106
Rockingham County ,VA,6886
Rockland County ,NY,47093
Rockwall County ,TX,11899
Roger Mills County ,OK,390
Rogers County ,OK,10717
Rolette County ,ND,2161
Rooks County ,KS,662
Roosevelt County ,MT,1670
Roosevelt County ,NM,2034
Roscommon County ,MI,1901
Roseau County ,MN,2113
Rosebud County ,MT,1233
Ross County ,OH,6964
Routt County ,CO,2305
Rowan County ,KY,2332
Rowan County ,NC,17300
Runnels County ,TX,1308
Rush County ,IN,1833
Rush County ,KS,434
Rusk County ,TX,4444
Rusk County ,WI,1465
Russell County ,AL,4561
Russell County ,KS,865
Russell County ,KY,1891
Russell County ,VA,2312
Rutherford County ,NC,7457
Rutherford County ,TN,43770
Rutland County ,VT,2288
Sabine County ,TX,526
Sabine Parish ,LA,3011
Sac County ,IA,1310
Sacramento County ,CA,108756
Sagadahoc County ,ME,1476
Saginaw County ,MI,21398
Saguache County ,CO,458
Salem County ,NJ,6123
Saline County ,AR,12792
Saline County ,IL,2617
Saline County ,KS,6369
Saline County ,MO,2905
Saline County ,NE,2044
Salt Lake County ,UT,154406
Saluda County ,SC,1811
Sampson County ,NC,8177
San Augustine County ,TX,587
San Benito County ,CA,6135
San Bernardino County ,CA,294595
San Diego County ,CA,282834
San Jacinto County ,TX,1470
San Joaquin County ,CA,73991
San Juan County ,CO,47
San Juan County ,NM,15758
San Juan County ,UT,1939
San Juan County ,WA,186
San Luis Obispo County ,CA,21340
San Mateo County ,CA,42869
San Miguel County ,CO,926
San Miguel County ,NM,1413
San Patricio County ,TX,4526
San Saba County ,TX,782
Sanborn County ,SD,347
Sanders County ,MT,678
Sandoval County ,NM,12277
Sandusky County ,OH,5453
Sangamon County ,IL,19205
Sanilac County ,MI,4261
Sanpete County ,UT,3937
Santa Barbara County ,CA,34569
Santa Clara County ,CA,119170
Santa Cruz County ,AZ,8098
Santa Cruz County ,CA,16273
Santa Fe County ,NM,10642
Santa Rosa County ,FL,18675
Sarasota County ,FL,32632
Saratoga County ,NY,15418
Sargent County ,ND,501
Sarpy County ,NE,22854
Sauk County ,WI,6257
Saunders County ,NE,2534
Sawyer County ,WI,1858
Schenectady County ,NY,13220
Schleicher County ,TX,243
Schley County ,GA,211
Schoharie County ,NY,1705
Schoolcraft County ,MI,438
Schuyler County ,IL,784
Schuyler County ,MO,347
Schuyler County ,NY,1082
Schuylkill County ,PA,14829
Scioto County ,OH,6567
Scotland County ,MO,306
Scotland County ,NC,3914
Scott County ,AR,992
Scott County ,IL,494
Scott County ,IN,2716
Scott County ,IA,20342
Scott County ,KS,604
Scott County ,KY,5490
Scott County ,MN,17574
Scott County ,MS,3223
Scott County ,MO,4761
Scott County ,TN,3226
Scott County ,VA,1875
Scotts Bluff County ,NE,4193
Screven County ,GA,835
Scurry County ,TX,2434
Searcy County ,AR,778
Sebastian County ,AR,15639
Sedgwick County ,CO,236
Sedgwick County ,KS,58092
Seminole County ,FL,36402
Seminole County ,GA,758
Seminole County ,OK,2889
Seneca County ,NY,2015
Seneca County ,OH,5354
Sequatchie County ,TN,1764
Sequoyah County ,OK,4213
Sevier County ,AR,2843
Sevier County ,TN,13605
Sevier County ,UT,2263
Seward County ,KS,3879
Seward County ,NE,1761
Shackelford County ,TX,276
Shannon County ,MO,625
Sharkey County ,MS,510
Sharp County ,AR,1671
Shasta County ,CA,12603
Shawano County ,WI,5345
Shawnee County ,KS,17775
Sheboygan County ,WI,14829
Shelby County ,AL,25745
Shelby County ,IL,2329
Shelby County ,IN,6047
Shelby County ,IA,1322
Shelby County ,KY,4827
Shelby County ,MO,686
Shelby County ,OH,4784
Shelby County ,TN,99072
Shelby County ,TX,2026
Shenandoah County ,VA,4311
Sherburne County ,MN,12045
Sheridan County ,KS,437
Sheridan County ,MT,424
Sheridan County ,NE,530
Sheridan County ,ND,122
Sheridan County ,WY,3273
Sherman County ,KS,662
Sherman County ,NE,212
Sherman County ,OR,71
Sherman County ,TX,235
Shiawassee County ,MI,6441
Shoshone County ,ID,1206
Sibley County ,MN,1468
Sierra County ,CA,60
Sierra County ,NM,781
Silver Bow County ,MT,4167
Simpson County ,KY,2160
Simpson County ,MS,3031
Sioux County ,IA,5179
Sioux County ,NE,39
Sioux County ,ND,665
Siskiyou County ,CA,1904
Skagit County ,WA,6066
Skamania County ,WA,391
Slope County ,ND,32
Smith County ,KS,279
Smith County ,MS,1670
Smith County ,TN,2811
Smith County ,TX,20765
Smyth County ,VA,2988
Snohomish County ,WA,40438
Snyder County ,PA,3687
Socorro County ,NM,1330
Solano County ,CA,33600
Somerset County ,ME,2287
Somerset County ,MD,2626
Somerset County ,NJ,30285
Somerset County ,PA,8081
Somervell County ,TX,1090
Sonoma County ,CA,31108
Southampton County ,VA,1992
Southeast Fairbanks Census Area ,AK,704
Spalding County ,GA,4253
Spartanburg County ,SC,42081
Spencer County ,IN,2349
Spencer County ,KY,1658
Spink County ,SD,848
Spokane County ,WA,47017
Spotsylvania County ,VA,10227
St. Bernard Parish ,LA,4169
St. Charles County ,MO,43751
St. Charles Parish ,LA,5704
St. Clair County ,AL,10205
St. Clair County ,IL,28721
St. Clair County ,MI,18487
St. Clair County ,MO,823
St. Croix County ,WI,9849
St. Francis County ,AR,3660
St. Francois County ,MO,9004
St. Helena Parish ,LA,996
St. James Parish ,LA,2049
St. John the Baptist Parish ,LA,3907
St. Johns County ,FL,23854
St. Joseph County ,IN,37098
St. Joseph County ,MI,6259
St. Landry Parish ,LA,9229
St. Lawrence County ,NY,6672
St. Louis County ,MN,18172
St. Louis County ,MO,96451
St. Lucie County ,FL,28160
St. Martin Parish ,LA,5613
St. Mary Parish ,LA,5170
St. Mary's County ,MD,6068
St. Tammany Parish ,LA,26698
Stafford County ,KS,344
Stafford County ,VA,11553
Stanislaus County ,CA,57090
Stanley County ,SD,355
Stanly County ,NC,7946
Stanton County ,KS,186
Stanton County ,NE,372
Stark County ,IL,648
Stark County ,ND,4959
Stark County ,OH,33474
Starke County ,IN,2290
Starr County ,TX,9580
Ste. Genevieve County ,MO,1850
Stearns County ,MN,22585
Steele County ,MN,3988
Steele County ,ND,195
Stephens County ,GA,3043
Stephens County ,OK,4924
Stephens County ,TX,801
Stephenson County ,IL,4851
Sterling County ,TX,109
Steuben County ,IN,4033
Steuben County ,NY,6975
Stevens County ,KS,559
Stevens County ,MN,926
Stevens County ,WA,2399
Stewart County ,GA,965
Stewart County ,TN,1381
Stillwater County ,MT,753
Stoddard County ,MO,2564
Stokes County ,NC,4233
Stone County ,AR,1121
Stone County ,MS,1942
Stone County ,MO,2765
Stonewall County ,TX,157
Storey County ,NV,120
Story County ,IA,10733
Strafford County ,NH,10102
Stutsman County ,ND,3546
Sublette County ,WY,799
Suffolk County ,MA,93199
Suffolk County ,NY,201602
Sullivan County ,IN,2168
Sullivan County ,MO,872
Sullivan County ,NH,1889
Sullivan County ,NY,6699
Sullivan County ,PA,442
Sullivan County ,TN,17367
Sully County ,SD,145
Summers County ,WV,865
Summit County ,CO,3774
Summit County ,OH,48546
Summit County ,UT,5666
Sumner County ,KS,2239
Sumner County ,TN,24610
Sumter County ,AL,1062
Sumter County ,FL,9565
Sumter County ,GA,1861
Sumter County ,SC,10651
Sunflower County ,MS,3400
Surry County ,NC,8421
Surry County ,VA,424
Susquehanna County ,PA,2658
Sussex County ,DE,26263
Sussex County ,NJ,14133
Sussex County ,VA,1203
Sutter County ,CA,9662
Sutton County ,TX,475
Suwannee County ,FL,5429
Swain County ,NC,1210
Sweet Grass County ,MT,404
Sweetwater County ,WY,4801
Swift County ,MN,1072
Swisher County ,TX,893
Switzerland County ,IN,822
Talbot County ,GA,404
Talbot County ,MD,2185
Taliaferro County ,GA,102
Talladega County ,AL,8485
Tallahatchie County ,MS,1802
Tallapoosa County ,AL,4154
Tama County ,IA,2127
Taney County ,MO,6237
Tangipahoa Parish ,LA,13382
Taos County ,NM,1732
Tarrant County ,TX,263690
Tate County ,MS,3437
Tattnall County ,GA,1887
Taylor County ,FL,2764
Taylor County ,GA,518
Taylor County ,IA,668
Taylor County ,KY,3190
Taylor County ,TX,15953
Taylor County ,WV,1283
Taylor County ,WI,2139
Tazewell County ,IL,17274
Tazewell County ,VA,3763
Tehama County ,CA,5125
Telfair County ,GA,739
Teller County ,CO,1926
Tensas Parish ,LA,372
Terrebonne Parish ,LA,11078
Terrell County ,GA,586
Terrell County ,TX,74
Terry County ,TX,1702
Teton County ,ID,1234
Teton County ,MT,507
Teton County ,WY,3804
Texas County ,MO,2052
Texas County ,OK,3544
Thayer County ,NE,495
Thomas County ,GA,3718
Thomas County ,KS,1105
Thomas County ,NE,53
Throckmorton County ,TX,73
Thurston County ,NE,848
Thurston County ,WA,11153
Tift County ,GA,3492
Tillamook County ,OR,681
Tillman County ,OK,807
Tioga County ,NY,3843
Tioga County ,PA,3132
Tippah County ,MS,2937
Tippecanoe County ,IN,23066
Tipton County ,IN,1682
Tipton County ,TN,7482
Tishomingo County ,MS,2335
Titus County ,TX,4231
Todd County ,KY,1172
Todd County ,MN,2867
Todd County ,SD,1235
Tolland County ,CT,9661
Tom Green County ,TX,13086
Tompkins County ,NY,4365
Tooele County ,UT,7727
Toole County ,MT,729
Toombs County ,GA,2993
Torrance County ,NM,891
Town and County of Nantucket,MA,1519
Towner County ,ND,327
Towns County ,GA,1152
Traill County ,ND,1054
Transylvania County ,NC,2386
Traverse County ,MN,378
Travis County ,TX,84842
Treasure County ,MT,55
Trego County ,KS,407
Trempealeau County ,WI,3669
Treutlen County ,GA,643
Trigg County ,KY,1342
Trimble County ,KY,708
Trinity County ,CA,341
Trinity County ,TX,867
Tripp County ,SD,757
Troup County ,GA,6106
Trousdale County ,TN,2534
Trumbull County ,OH,16609
Tucker County ,WV,547
Tulare County ,CA,49818
Tulsa County ,OK,76351
Tunica County ,MS,1086
Tuolumne County ,CA,4112
Turner County ,GA,622
Turner County ,SD,1182
Tuscaloosa County ,AL,26243
Tuscarawas County ,OH,8675
Tuscola County ,MI,5670
Twiggs County ,GA,511
Twin Falls County ,ID,9848
Tyler County ,TX,1338
Tyler County ,WV,749
Tyrrell County ,NC,326
Uinta County ,WY,2325
Uintah County ,UT,1757
Ulster County ,NY,13937
Umatilla County ,OR,8720
Unicoi County ,TN,2074
Union County ,AR,4136
Union County ,FL,1891
Union County ,GA,2119
Union County ,IL,2324
Union County ,IN,759
Union County ,IA,1302
Union County ,KY,1454
Union County ,MS,4182
Union County ,NJ,71854
Union County ,NM,260
Union County ,NC,24986
Union County ,OH,5859
Union County ,OR,1523
Union County ,PA,6162
Union County ,SC,3182
Union County ,SD,2228
Union County ,TN,1957
Union Parish ,LA,2471
Upshur County ,TX,3545
Upshur County ,WV,1973
Upson County ,GA,1844
Upton County ,TX,375
Utah County ,UT,99236
Uvalde County ,TX,3679
Val Verde County ,TX,7974
Valdez-Cordova Census Area ,AK,0
Valencia County ,NM,6938
Valley County ,ID,877
Valley County ,MT,902
Valley County ,NE,327
Van Buren County ,AR,1408
Van Buren County ,IA,566
Van Buren County ,MI,7153
Van Buren County ,TN,872
Van Wert County ,OH,2478
Van Zandt County ,TX,4486
Vance County ,NC,4998
Vanderburgh County ,IN,22736
Venango County ,PA,4105
Ventura County ,CA,81515
Vermilion County ,IL,10061
Vermilion Parish ,LA,5817
Vermillion County ,IN,1774
Vernon County ,MO,2033
Vernon County ,WI,2027
Vernon Parish ,LA,3241
Victoria County ,TX,9300
Vigo County ,IN,12704
Vilas County ,WI,2444
Vinton County ,OH,865
Volusia County ,FL,45457
Wabash County ,IL,1385
Wabash County ,IN,3636
Wabasha County ,MN,2079
Wabaunsee County ,KS,698
Wadena County ,MN,1641
Wagoner County ,OK,8290
Wahkiakum County ,WA,156
Wake County ,NC,89724
Wakulla County ,FL,3579
Waldo County ,ME,1052
Walker County ,AL,7372
Walker County ,GA,6778
Walker County ,TX,8703
Walla Walla County ,WA,5550
Wallace County ,KS,179
Waller County ,TX,4228
Wallowa County ,OR,196
Walsh County ,ND,1913
Walthall County ,MS,1361
Walton County ,FL,7138
Walton County ,GA,8215
Walworth County ,SD,773
Walworth County ,WI,12516
Wapello County ,IA,4351
Ward County ,ND,9977
Ward County ,TX,1219
Ware County ,GA,3097
Warren County ,GA,392
Warren County ,IL,1851
Warren County ,IN,865
Warren County ,IA,5858
Warren County ,KY,16366
Warren County ,MS,4468
Warren County ,MO,3285
Warren County ,NJ,10051
Warren County ,NY,3680
Warren County ,NC,1817
Warren County ,OH,24667
Warren County ,PA,2643
Warren County ,TN,5602
Warren County ,VA,3145
Warrick County ,IN,7903
Wasatch County ,UT,4750
Wasco County ,OR,1468
Waseca County ,MN,2391
Washakie County ,WY,927
Washburn County ,WI,1596
Washington County ,AL,1706
Washington County ,AR,31759
Washington County ,CO,474
Washington County ,FL,2747
Washington County ,GA,1652
Washington County ,ID,1240
Washington County ,IL,1651
Washington County ,IN,2471
Washington County ,IA,2575
Washington County ,KS,555
Washington County ,KY,1461
Washington County ,ME,945
Washington County ,MD,14671
Washington County ,MN,27475
Washington County ,MS,5458
Washington County ,MO,2802
Washington County ,NE,2198
Washington County ,NY,3169
Washington County ,NC,1141
Washington County ,OH,5330
Washington County ,OK,5309
Washington County ,OR,26996
Washington County ,PA,17941
Washington County ,RI,10126
Washington County ,TN,14868
Washington County ,TX,4297
Washington County ,UT,20522
Washington County ,VT,1897
Washington County ,VA,5034
Washington County ,WI,16932
Washington Parish ,LA,4528
Washita County ,OK,1089
Washoe County ,NV,46385
Washtenaw County ,MI,26528
Watauga County ,NC,5026
Watonwan County ,MN,1356
Waukesha County ,WI,49238
Waupaca County ,WI,6121
Waushara County ,WI,2589
Wayne County ,GA,2806
Wayne County ,IL,1825
Wayne County ,IN,7565
Wayne County ,IA,551
Wayne County ,KY,2215
Wayne County ,MI,166192
Wayne County ,MS,2659
Wayne County ,MO,1052
Wayne County ,NE,1090
Wayne County ,NY,5800
Wayne County ,NC,11533
Wayne County ,OH,9181
Wayne County ,PA,4168
Wayne County ,TN,3012
Wayne County ,UT,136
Wayne County ,WV,3183
Weakley County ,TN,4246
Webb County ,TX,47029
Weber County ,UT,30933
Webster County ,GA,108
Webster County ,IA,5227
Webster County ,KY,1423
Webster County ,MS,1151
Webster County ,MO,4190
Webster County ,NE,391
Webster County ,WV,547
Webster Parish ,LA,4284
Weld County ,CO,33592
Wells County ,IN,3002
Wells County ,ND,458
West Baton Rouge Parish ,LA,3017
West Carroll Parish ,LA,1200
West Feliciana Parish ,LA,1218
Westchester County ,NY,129947
Westmoreland County ,PA,34448
Westmoreland County ,VA,1311
Weston County ,WY,661
Wetzel County ,WV,1393
Wexford County ,MI,2903
Wharton County ,TX,4287
Whatcom County ,WA,9947
Wheatland County ,MT,183
Wheeler County ,GA,465
Wheeler County ,NE,39
Wheeler County ,OR,35
Wheeler County ,TX,574
White County ,AR,8491
White County ,GA,3024
White County ,IL,1711
White County ,IN,3355
White County ,TN,3793
White Pine County ,NV,636
Whiteside County ,IL,7210
Whitfield County ,GA,15030
Whitley County ,IN,4084
Whitley County ,KY,4059
Whitman County ,WA,4344
Wibaux County ,MT,121
Wichita County ,KS,218
Wichita County ,TX,15261
Wicomico County ,MD,7739
Wilbarger County ,TX,1933
Wilcox County ,AL,1272
Wilcox County ,GA,485
Wilkes County ,GA,696
Wilkes County ,NC,6957
Wilkin County ,MN,834
Wilkinson County ,GA,741
Wilkinson County ,MS,702
Will County ,IL,77124
Willacy County ,TX,3213
Williams County ,ND,5039
Williams County ,OH,3507
Williamsburg County ,SC,4125
Williamson County ,IL,7678
Williamson County ,TN,28686
Williamson County ,TX,47343
Wilson County ,KS,1039
Wilson County ,NC,9947
Wilson County ,TN,19406
Wilson County ,TX,4717
Windham County ,CT,10956
Windham County ,VT,1399
Windsor County ,VT,1523
Winkler County ,TX,783
Winn Parish ,LA,1591
Winnebago County ,IL,34262
Winnebago County ,IA,1448
Winnebago County ,WI,21514
Winneshiek County ,IA,2005
Winona County ,MN,4621
Winston County ,AL,2841
Winston County ,MS,2314
Wirt County ,WV,457
Wise County ,TX,7597
Wise County ,VA,3276
Wolfe County ,KY,549
Wood County ,OH,13304
Wood County ,TX,3519
Wood County ,WV,7953
Wood County ,WI,7724
Woodbury County ,IA,15263
Woodford County ,IL,4874
Woodford County ,KY,2180
Woodruff County ,AR,654
Woods County ,OK,1220
Woodson County ,KS,225
Woodward County ,OK,3173
Worcester County ,MD,3702
Worcester County ,MA,77480
Worth County ,GA,1204
Worth County ,IA,764
Worth County ,MO,190
Wright County ,IA,1867
Wright County ,MN,16410
Wright County ,MO,1783
Wyandot County ,OH,2350
Wyandotte County ,KS,21072
Wyoming County ,NY,3597
Wyoming County ,PA,2000
Wyoming County ,WV,2059
Wythe County ,VA,2744
Yadkin County ,NC,4140
Yakima County ,WA,30812
Yalobusha County ,MS,1682
Yamhill County ,OR,4840
Yancey County ,NC,1640
Yankton County ,SD,3114
Yates County ,NY,1180
Yavapai County ,AZ,19677
Yazoo County ,MS,3174
Yell County ,AR,3468
Yellow Medicine County ,MN,1151
Yellowstone County ,MT,18110
Yoakum County ,TX,877
Yolo County ,CA,14225
York County ,ME,13547
York County ,NE,1768
York County ,PA,47070
York County ,SC,32191
York County ,VA,3808
Young County ,TX,2198
Yuba County ,CA,6221
Yukon-Koyukuk Census Area ,AK,369
Yuma County ,AZ,37353
Yuma County ,CO,970
Zapata County ,TX,1806
Zavala County ,TX,1883
Ziebach County ,SD,341
